day,title,new_text
20230815,"[fn이사람] ""中企는 여력 없는 녹색전환… 금리혜택 등 도움 필요합니다"""," 유인식 IBK기업은행 전략기획부 ESG경영부장녹색금융 이야기 아닌 행동할 때... 中企 동참할 이유 만드는 게 먼저대기업·대한상의와 대출상품 선봬탄소중립 보상받는 환경 만들어야  ""넷 제로(Net Zero·탄소중립)에서 중소기업이 소외돼선 안 됩니다. 중소기업과 함께하는 녹색금융 생태계 조성을 위해 행동이 필요한 때입니다."" 유인식 IBK기업은행 전략기획부 ESG경영부장(사진)은 15일 파이낸셜뉴스와 인터뷰에서 ""녹색금융은 잠깐의 유행이 아니라 가야 할 길이다. 담론을 얘기할 단계는 지났다""며 녹색금융 실천을 강조했다. 유 부장은 20년 이상 '녹색외길'을 걸어온 환경분야 전문가다. 대학에서 환경공학을 전공했고 2002년부터 환경컨설팅 회사, 한국환경공단 등을 거쳐 2009년 IBK기업은행에 입행했다. 정부 정책을 설계하다 보니 '법이나 돈을 가진 자가 움직여야 세상이 바뀐다'는 인식을 갖게 됐다. 입행을 결정한 이유다. 유 부장은 기후위기 대응을 '시간 지평의 비극'이라고 설명한다. 당장 행동에 나서야 하지만 실천이 늦어지는 비극이 발생한다는 것이다. 유 부장은 ""초반엔 기후변화에 관한 유엔기본협약(UNFCCC) 협상이 잘 안 되고, 탄소배출권·재생에너지 시장이 무너지면서 금융분야에서 '녹색 피로감'이 생겼다""고 했다. 지금은 다르다. 그는 ""K-택소노미(taxonomy)와 같은 명확한 분류체계가 생기고, 정부가 컨트롤타워를 만들어 적극 대응하는 점이 달라졌다""고 진단했다. 유 부장은 정책금융기관의 △중소기업 보호 △민간금융 참여 마중물 역할이 중요하다고 본다. 그는 ""녹색에는 돈이 드는데 그 이상의 수익이 나지 않기 때문에 중소기업은 여력이 없다""며 ""녹색전환에 동참할 동인을 만드는 게 중요하다""고 강조했다. 대기업과 함께하는 'ESG동반성장협력대출'을 통해 고효율 녹색전환 협력사에는 대출금리를 인하해주고, 보증기관과 업무협약을 맺어 녹색전환 중소기업에 자금조달을 지원하는 것이다. 대한상공회의소와 손잡고 지속가능연계대출(SLL)을 출시한 것도 같은 맥락이다. 유 부장은 ""대기업과 달리 중소기업은 환경·사회·지배구조(ESG)를 모두 신경 쓸 수 없기 때문에 하나의 목표만 달성해도 금리감면을 해주는 게 SLL""이라며 ""자동차 제조업체가 온실가스 배출량을 5% 감축하겠다는 목표를 세웠다면 대한상의가 제3자로서 검증·평가를 하고 이를 달성했을 시 기업은행이 금리 혜택을 주는 것""이라고 설명했다. 민간금융회사의 녹색금융 참여를 촉진하는 마중물 역할도 중요하다. 유 부장은 ""기업은행은 중소기업 등 고객사를 대상으로 연간 1500건의 무료 컨설팅을 진행하고 있다""면서 ""금융과 비금융이 결합된 서비스가 돼야 중소기업의 녹색전환을 실질적으로 도울 수 있다""고 말했다. 유 부장은 녹색금융 시장 활성화를 위해선 리스크·수익에 대한 시장의 신뢰와 인프라가 필요하다고 강조했다. 탄소가격제를 정상화해서 주류 금융사들이 '녹색금융이 돈이 된다'는 확신을 갖도록 하고, 탄소중립에 발 맞춘 사업모델이 보상을 받도록 해야 한다는 것이다. 아울러 유 부장은 ""탄소중립 녹색성장기본법은 있지만 녹색금융 대상에 대한 정의가 없다. 법적 기반이 마련돼야 한다""며 ""금융권 내 녹색기술 평가 전문가 등 인력양성과 그린뱅크(green bank) 도입에 대한 고민도 필요하다""고 했다. ⓒ 파이낸셜뉴스, 무단 전재 및 재배포 금지 "
20230815,‘저금리 대출’ 속여 현금 가로챈 30대 징역형,"  대구지방법원은 은행 직원을 사칭해 저금리에 대환대출을 해주겠다고 속이고 돈을 가로챈 혐의로 기소된 30대 A 씨에게 징역 4개월을 선고했습니다. A 씨는 지난해부터 불특정 다수에게 전화를 걸어 자신을 시중은행 직원으로 사칭한 뒤, 다른 은행에서 받은 대출금을 상환하면 저금리로 대출을 해주겠다고 속여 현금 6천여만 원을 가로채 보이스피싱 조직에 넘긴 혐의로 재판에 넘겨졌습니다. 저작권자ⓒ KBS(news.kbs.co.kr) 무단복제-재배포 금지 "
20230815,`경제 나락` 아르헨 기준금리 118%…한 번에 21%p 인상 초강수,"  아르헨티나 중앙은행(BCRA)은 14일(현지시간) 기준금리를 97.00%에서 118.00%로 21.00%포인트 인상했다고 밝혔다. 최악의 경제난 속에 치솟는 물가를 잡기 위한 초강수다. 2000년대 들어 아르헨티나 기준금리가 100%를 넘긴 건 이번이 처음이다. 이에 아르헨티나 페소의 환율은 급등했다. 사진은 여성이 부에노스아이레스 시내에 게시된 100달러 지폐 사진 옆을 지나가고 있는 모습. APP연합  아르헨티나 중앙은행(BCRA)은 14일(현지시간) 기준금리를 97.00%에서 118.00%로 21.00%포인트 인상했다고 밝혔다. 최악의 경제난 속에 치솟는 물가를 잡기 위한 초강수다. 2000년대 들어 아르헨티나 기준금리가 100%를 넘긴 건 이번이 처음이다. 이에 아르헨티나 페소의 환율은 급등했다. 사진은 여성이 부에노스아이레스 시내에 게시된 100달러 지폐 사진 옆을 지나가고 있는 모습. APP연합 최악의 경제난을 겪는 아르헨티나가 치솟는 물가를 잡기 위해 기준금리를 세자릿수까지 올리는 초강수를 뒀다. 아르헨티나 중앙은행(BCRA)은 14일(현지시간) 보도자료를 내고 ""이사회가 통화정책(기준) 금리를 21% 포인트 인상할 것을 의결했다""고 밝혔다. 이에 따라 기준금리는 97.00%에서 118.00%로 올랐다. 2000년대 들어 아르헨티나 기준금리가 100%를 넘긴 건 이번이 처음이다. 2002년 4월 30일 91.19%와 지난 6월 15일 97.00%로 100%에 육박한 적은 있었지만, 세 자릿수까지 기록하지는 않았다. 한 번에 21% 포인트에 달하는 인상 폭 역시 2002년 6월 30일 44.74%에서 7월 31일 67.60%로 22% 포인트 넘게 올린 이후 21년 만의 일이다. BCRA는 이번 조처가 환율 기대치 고정, 외환 보유 압박 완화, 아르헨티나 페소 통화 투자에 대한 긍정적인 수익 등을 목표로 하는 것이라고 설명했다. 클라린과 라나시온 등 현지 매체는 또 미겔 앙헬 페스세 BCRA 총재 언급 등을 인용해 아르헨티나 페소의 평가 절하를 통해 공식 환율은 달러당 지난주 금요일 298.50페소에서 이제는 365.50페소에 거래될 것이라고 보도했다. 이 환율은 10월 대선 전후까지 고정될 예정이라고 현지 매체는 덧붙였다. 이날 아르헨티나에서 광범위하게 적용되는 비공식 환율은 달러당 700페소까지 뛰었다고 라나시온은 전했다. 이번 '세자릿수 금리'는 상점에 물건 가격표를 붙이지 못할 정도로 천정부지로 뛰는 물가를 잡고, 정치적 변동성을 가중하는 보유외환 고갈 사태에 대응하기 위한 고육지책이다. 아르헨티나에선 페소화 가치를 끌어내리고 기준금리를 올리는 정책기조가 1년 넘게 이어져 오고 있지만, 여전히 물가와 환율 모두 잡지 못하고 있다. 현재 아르헨티나 소비자물가지수 상승률은 6월 기준 115%를 넘어서며 고공행진을 이어가고 있다. 여기에 더해 보유 외환은 국제통화기금(IMF) 부채 등을 고려할 때 사실상 마이너스를 기록 중이다.김화균기자 summer@ Copyrights ⓒ 디지털타임스 & dt.co.kr, 무단 전재 및 재배포 금지 "
20230815,"4%대 예금 반갑기는 하지만… ""대출금리도 뛸까 불안"""," 제일·수협·부산은행서 출시예금잔액, 한달새 12조 불어저축은행도 줄줄이 금리인상조달비 늘어 대출금리 뛸 우려도  사진 . 한동안 자취를 감췄던 은행의 연 4%대 정기예금 상품이 돌아왔다. 높아지는 예금금리에 은행권의 정기예금 잔액도 늘고 있다. 하지만 예금금리 인상이 대출금리의 연쇄 인상으로 이어질 것이라는 우려가 나온다. 15일 은행연합회에 따르면 국내 19개 은행의 1년 만기 정기예금 37개 중 3개 상품의 최고금리가 연 4%를 넘어선 것으로 집계됐다. SC제일은행 'e-그린세이브예금'(최고 연 4.10%), Sh수협은행 '첫만남우대예금'(최고 4.02%), BNK부산은행 '더 특판 정기예금'(최고 연 4.00%) 등이다. 전월취급 평균금리(만기 12개월 기준)와 비교하면 지난달보다 금리가 오른 상품은 11개로 집계됐다. 은행의 정기예금 금리는 지난해 말 기준금리 인상과 은행권 수신경쟁 등이 맞물리면서 최고 연 5%대까지 오른 바 있다. 하지만 금융당국이 수신경쟁 자제령을 내리며 예금금리는 3% 아래로 떨어지기도 했다. 예금금리 상승과 새마을금고 사태 등으로 안전한 자산을 추구하는 고객의 수요가 맞물려 은행권의 정기예금 잔액도 늘고 있다. 한국은행이 지난 9일 발표한 '7월 금융시장 동향' 자료에 따르면 지난달 정기예금 잔액은 가계를 중심으로 전월 대비 12조3000억원 증가했다. 증가폭은 6월(+4조4000억원)에 비해 대폭 확대됐다. 시중은행 정기예금 상품의 금리가 오름세를 보이자 저축은행업계도 발빠르게 움직이고 있다. 일반적으로 저축은행은 시중은행 예금금리보다 0.8∼1.0%포인트(p) 높은 금리를 제공하며 수신을 유치한다. 저축은행중앙회 소비자포털에 따르면 이날 기준 전국 79개 저축은행의 12개월 만기 정기예금 평균 금리는 4.06%다. 한 달 전과 비교하면 0.06%p 높아졌다. 일각에서는 예금금리 인상이 은행 조달비용을 증가시켜 대출금리 상승으로 이어질 것이란 우려도 있다. 예금금리는 은행 변동형 주탬담보대출의 준거금리인 코픽스(COFIX·자금조달비용지수)에 반영된다. 은행연합회 공시를 보면 지난 6월 신규 취급액 기준 코픽스는 3.70%다. 전월 대비 0.14%p 상승했다. 코픽스 상승세는 2개월 연속 상승세를 나타냈다. 코픽스는 국내 8개 은행이 조달한 자금의 가중평균금리다. 은행이 실제 취급한 예·적금, 은행채 등 수신상품 금리 변동이 반영된다. 코픽스가 떨어지면 그만큼 은행이 적은 돈을 주고 돈을 확보할 수 있다는 뜻이다. 코픽스가 오르면 그 반대다. 미국 국채 금리가 들썩이면서 대출금리 산정에 기준이 되는 은행채 금리가 상승 압력을 받고 있다는 점도 부담이다. 미 10년물 국채 금리는 지난 11일 4.158%로 마감했다. 이달 초(4.037%)보다 0.12%p 올랐다. 지난 14일 기준 한국 국고채 3년물은 전 거래일 대비 0.049%p 오른 3.747%, 10년물은 0.065%p 상승한 3.889%를 기록했다. 국고채 금리 상승은 시차를 두고 국내 은행채 금리 상승으로 이어진다. 은행채 금리 상승은 추가 금리 인상 요인으로 작용할 수 있다. Copyrights ⓒ 디지털타임스 & dt.co.kr, 무단 전재 및 재배포 금지 "
20230815,카드론 금리 또 오를까," 카드론 금리 영향 주는 여전채…2달간 4% 중반 유지건전성 리스크 수면 위로…업계, ""대손충당금 쌓아라""  경기 둔화 속 카드론과 결제성 리볼빙 이용 금액이 늘고, 연체율도 뛰어 카드사 건전성 관리에 비상등이 켜졌다. 양경숙 더불어민주당 의원실이 금융감독원으로부터 받은 자료에 따르면 올해 3월말 기준 카드사들의 카드론 잔액은 34조1천210억원으로, 작년 말(33조6천450억원)보다 1조원 이상 늘었다. 22일 오후 서울 시내거리에 카드 대출 관련 광고물이 부착돼 있다. 2023.05.22. 카드론 평균금리가 연이어 상승하는 가운데 금리 향방에 영향을 주는 여전채 금리가 2달가량 4%대를 유지하고 있어 상승 요인으로 작용할 수 있다는 우려가 나온다. 특히 최근 중저신용자들이 카드론 이용을 늘리고 있는만큼 카드사들의 건전성에도 적신호가 켜졌다. 15일 여신금융협회에 따르면 신한·삼성·KB국민·현대·롯데·하나·우리카드의 지난 6월말 기준 장기카드대출(카드론) 평균금리대는 12.88%~14.76%다. 카드사별로는 하나카드가 14.76%로 가장 높고 현대카드가 12.88%로 최저 수준을 기록했다. 업계 1위 신한카드는 14.12%, 2위사 삼성카드는 14.50%로 나타났으며 KB국민카드와 롯데카드는 각각 14.09%, 14.59%로 집계됐다. 우리카드의 금리는 13.77%다. 카드론 금리는 연초부터 하락세를 보이다 지난 6월 평균금리가 14%대에 재진입하는 등 반등 조짐을 보였다. 금리는 채권시장 불안정 여파가 지속됐던 올해 초 15%대를 기록한 뒤, 점차 하락세를 보여 지난 3월에는 12.89~14.75%, 4월에는 12.87%~14.56%로 상·하단이 모두 내려가고 있었지만 다시금 상승세에 접어들었다. 이같은 반등세의 원인으로 지목되는 건 여신전문회사금융회사채(여전채)다. 수신 기능이 없는 카드사나 캐피탈사등 여신전문사들은 전체 자금의 약 70~80%를 여전채 발행으로 조달하게 되는데, 이때 발생한 이자비용이 카드론 등 대출상품의 금리 인상의 압력으로 작용한다. 업계는 통상 조달채 금리 인상이 카드론 금리에 반영되는 시차를 3개월로 보고 있다. 때문에 3분기 역시 금리가 오를 가능성은 다분하다. 금융투자협회 채권정보센터에 따르면 전거래일인 14일 카드사들이 주로 취급하는 여전채 AA+ 3년물의 민평금리는 4.461%를 기록하는 등 약 2개월간 4%대 초중반을 유지하고 있다. 지난해 말 6%보다는 다소 낮은 수준이나 지난해 초 2%대를 유지하던 것을 감안하면 여전히 높은 수준이다. 특히 최근 저축은행에서 이탈한 중저신용자들이 카드론으로 몰리고 있어 그 부담이 늘어날 수 있다는 우려도 나온다. 한 업계 관계자는 ""지난 6월부터 저축은행 등에서 중저신용자를 대상으로 한 대출을 줄이고 있는데 이들이 카드론으로 유입된 것 같다""며 ""때문에 카드론 잔액도 소폭 상승했고 중저신용자가 많아지다보니 평균금리 역시 그 영향으로 소폭 상승한 것으로 보인다""고 설명했다. 이와 관련 김성진 나이스신용평가 연구원은 지난 6월 '신용카드사 2023년 상반기 정기평가 결과 및 하반기 주요 모니터링 포인트' 보고서에서 하반기 카드사들의 조달비용 부담이 증가할 것이라고 내다봤다. 그는 ""2023년 이후 만기 도래가 예정된 카드채의 평균 조달금리 추이를 살펴보면, 2026년까지 약 2% 후반에서 3% 초반을 나타내고 있다""며 ""2023년 1분기 신규발행 평균 금리를 2023년 만기도래 채권의 평균금리를 비교하면 약 1.7%포인트 높은 수준으로 신용카드사들의 조달비용이 상승할 것으로 예상된다""고 지적했다. 중저신용자들이 몰린만큼 건전성 리스크도 수면 위로 떠오르고 있어 업계는 대손충당금을 쌓거나 연체채권을 매각하는 등 대응에 나섰다. 대손충당금은 삼성카드가 지난해 상반기보다 59% 늘어난 4660억원, 신한카드는 44.8% 증가한 3733억원 등을 기록했다. KB국민카드와 하나카드는 각각 59.9%, 109.7% 증가한 3635억원, 1927억원으로 나타났다. 정태영 부회장은 ""카드론 신규 취급과 리볼빙 잔액을 늘려 수익성을 확보할 수도 있지만 당사의 경우 신규 약정을 최소화하고 한도를 축소하는 등 지난해 9월부터 증가 폭을 줄여 왔고 가계대출 부실 우려가 커지는 상황에서 선제 건전성 관리에 나서고 있다""고 말했다. ⓒ 공감언론 통신사. 무단전재-재배포 금지 "
20230815,높아진 금리에 회사채 발행 ‘뚝’…전년比 70% 이상 감소," 지난해 1.7조 넘게 발행됐던 회사채, 이달 들어 0.3억원으로 줄어  제롬 파월 미 연방준비제도 의장이 7월 26일(현지시각) 기준금리 인상 발표 후 기자회견을 하고 있다./EAP연합 최근 회사채 발행이 1년 전보다 3분의 2 이상 줄어든 것으로 나타났다. 15일 금융정보 제공업체 연합인포맥스에 따르면 이달 들어 발행된 회사채의 규모는 3860억원이다. 이는 지난해 같은 기간 발행된 1조3273억원보다 70.9% 감소한 수준이다. 올 상반기 월평균 회사채 발행 규모는 7조4699억원이었다. 이를 고려할 때 월말까진 시간이 남았지만 이달 회사채 발행 규모는 눈에 띄게 쪼그라든 모양새다. 금융투자협회에 따르면 회사채 수요 예측은 이달 들어 한 건도 진행되지 않았다. 업계에 따르면 동원F&B, 포스코인터내셔널, 롯데케미칼, SK실트론, 현대로템 등이 이달 말 수요 예측을 계획하고 있다. 3분기가 회사채 발행 계절적 비수기인 데다 금리 상승 기조까지 겹치면서 회사채 발행이 줄어든 것으로 해석된다. 회사채 금리의 기준인 국고채 3년물의 금리를 보면 2월 연중 최저치인 3.110%를 기록한 후 3.2~3.3%대에서 등락했다. 하지만 6월 미국의 중앙은행인 연방준비제도(Fed·연준)가 올해 안에 두 차례 금리를 추가로 올릴 뜻을 시사하면서 국고채 3년물의 금리는 치솟기 시작했다. 14일 기준 3년물 금리는 3.747%를 기록했다. 증권가에서는 회사채 발행 비수기가 끝나는 8월 중순 이후 회사채 발행이 바로 크게 증가했던 과거 달리 올해는 그렇지 않을 것이라고 보고 있다. 금리가 높기 때문이다. 현재처럼 금리가 높다면 회사 입장에선 3년 이상의 장기 회사채를 발행하는 것보다 1년 만기의 은행 차입, 3개월짜리의 기업어음(CP) 조달이 상대적으로 유리하다. 김은기 삼성증권 연구원은 “다음 달 21일(한국시간) 미국 연방공개시장위원회(FOMC) 회의 결과에 따라 시중 금리가 낮아질 것이라는 기대가 큰 상황”이라며 “국고채 금리가 3.2% 수준에서 안정되기 전까지 기업들도 회사채 발행에 관심이 크지 않을 것”이라고 했다. - Copyright ⓒ 조선비즈 & Chosun.com - - Copyrights ⓒ 조선비즈 & Chosun.com, 무단 전재 및 재배포 금지 - "
20230815,"SC제일·씨티은행, 이자이익만 1.1조 넘어… 고금리에 NIM 상승","국내 대표 외국계 은행인 SC제일은행과 한국씨티은행이 나란히 상반기 실적을 발표했다. 충당금 확대에도 고금리 기조가 지속되면서 두 은행에서만 올 상반기에만 1조원을 넘는 이자이익을 벌어들인 것으로 나타났다.  15일 금융권에 따르면 SC제일은행과 한국씨티은행의 상반기 기준 이자이익은 총 1조1081억원으로 집계됐다. 이는 지난해 상반기 이자이익인 9911억원과 비교해 11.8% 늘어난 수준이다.  ━ SC제일은행 상반기 이자이익 6716억원 ━ 우선 SC제일은행의 상반기 실적을 보면, 순이익이 2092억원으로 집계됐다. 이는 지난해 동기(2121억원)와 비교해 29억원(1.4%) 감소한 수치다. 같은 기간 영업이익은 2782억원으로 전년 동기(2614억 원)보다 168억원(6.4%) 늘었다. 이자이익과 비이자이익이 증가했지만 비용과 충당금 전입액이 증가하면서 이익 성장을 상쇄했다는 게 은행 측 설명이다. 올 상반기 이자이익은 6716억원으로 전반적인 시장금리 상승 기조에 따른 순이자마진(NIM) 개선으로 전년 동기보다 15.0% 증가했다. 상반기 NIM은 1.55%로 전년 동기 대비 0.24%포인트 올랐다. 비이자이익의 경우 1731억원으로 외환파생상품부문의 견조한 실적과 자산관리부문의 소폭 회복으로 전년 동기대비 32.1% 성장함으로써 전체 영업이익에서 차지하는 비중이 꾸준히 확대되고 있다. 다만 비용의 경우 정기적 임금 인상으로 인한 인건비 증가 등의 영향으로 전년 동기(4063억원)보다 739억원(18.2%) 증가했다 충당금전입액의 경우 대내외 불확실성 확대에 의한 잠재 리스크 요인을 미래경기전망 조정에 반영했고 기업대출 충당금과 파생상품평가 충당금이 늘어남에 따라 전년 동기대비 389억원 증가한 863억원을 기록했다. 대손충당금적립률은 전년 동기대비 58.5%포인트 하락한 233.7%를 기록했다. 6월말 자산 규모는 지난해 12월말(98조3918억원)보다 6043억원(0.6%) 감소한 97조7874억원을 기록했다. 고금리 환경에 따른 대출 수요 감소 여파로 대출채권 자산이 소폭 감소했지만 외환파생상품 관련 자산 증가가 이를 대부분 상쇄한 결과다.  ━ 씨티은행 상반기 이자이익 4365억원 ━ 한국씨티은행은 올 상반기 1777억원의 순이익을 거뒀다. 전년 동기와 비교해 125.7% 급증한 수준이다. 총 수익의 경우 지난해 상반기 4545억원에서 올 상반기 5860억원으로 28.9% 늘었다. 올 상반기 이자수익은 4365억원을 기록해 소비자금융 부문의 대출자산 감소에도 순이자마진 (NIM)개선 영향으로 7.1% 증가했다. 상반기 NIM은 2.58%로 지난해 상반기 2.10%보다 0.48%포인트 올랐다. 비이자수익은 1년 전(476억원)보다 214.3% 증가한 1495억원으로 집계됐다. 채권·외환·파생상품 관련 수익이 증가한 영향이다. 올해 상반기 비용은 1년 전보다 5.0% 감소한 3000억원을 기록했다. 상반기 대손비용은 541억원으로 1년 전보다 56.8% 증가했다. 미래 경기 전망 변경에 따라 추가 충당금을 적립한 것이 주요인이다. 소비자금융 부문의 단계적 폐지 영향으로 6월 말 기준 고객대출자산은 전년 동기 대비 15.7% 감소한 17조2160억원으로 집계됐다.<저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지> 저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지 "
20230815,고금리에 빚부담 껑충…한계 이른 취약계층,"  [앵커] 최근 고금리 상황이 이어지면서 금융기관에서 대출을 받았다가 빚을 갚지 못하는 이른바 한계 차주이 늘고 있습니다. 정부가 각종 지원책을 내놓고는 있지만 대출자들의 부실화가 본격화하고 있다는 우려는 점점 커지고 있습니다. 입니다. 올해 들어 상반기까지 접수된 채무조정 신청자는 9만1,981명. 지난해의 70%에 육박하는 신청이 반년 만에 접수됐습니다. 채무조정은 대출자에게 상환 기간을 연장해 주거나 이자율 조정, 채무 감면 등을 해주는 제도로, 그만큼 빚 갚기 어려워진 대출자들이 늘었단 얘기입니다. 특히 아직까진 정상적으로 빚을 갚고 있지만, 연체가 우려되거나 한 달 미만 단기 연체자들을 위한 '신속채무조정'이 급증했습니다. 상반기 기준 신속채무조정 신청자는 2만1,348명으로 벌써 지난해 전체 신청자 수와 비슷합니다. 일곱 달째 기준금리 연 3.5%를 유지 중인 가운데 경기 침체와 금리 상승 여파로 한계에 내몰린 사람들이 늘어났기 때문으로 분석됩니다. 빚 감당하기가 어렵다는 신호가 커지자 금융 당국은 급한 대로 취약 계층을 중심으로 정책금융 공급을 더 늘리겠다는 입장입니다. <김주현 / 금융위원장(지난달 7일)> ""취약계층분들은 갖고 있는 자산도 별로 없고 소득의 원천이 불확실하기 때문에 경기에 굉장히 취약합니다. 서민금융 공급 규모를 원래 한 10조 정도 생각했는데 이것을 1조원 이상으로…"" 하지만 이 역시 빚에 기대야 하는 임시방편일 뿐입니다. <황세운 / 자본시장연구원 선임연구위원> ""통화정책의 변경이 일어나지 않는다면 현재의 시장금리가 크게 떨어질 가능성은 높지 않고요. 연체율의 상승이 앞으로는 증가하는 그런 추세가 계속해서 이어질 것 같고요."" 여전히 불안한 물가와 급격히 불어난 가계대출 탓에 금리 인하가 어려운 상황에서 빚을 갚기 어려운 이들은 더 늘어날 전망입니다. TV 이재동입니다. () #기준금리 #연체 #빚 네이버에서 TV를 구독하세요 TV 생방송 만나보기 균형있는 뉴스, TV 앱 다운받기 저작권자(c)TV.무단전재-재배포금지 "
20230815,"中, 경기둔화에 단기금리 인하…111조원대 유동성 공급(종합)"," 2020년 이후 최저 금리…오후에는 SLF 금리도 전격 인하 오는 20일 기준금리 인하 가능성 커져  중국인민은행 로고 [중국인민은행 홈페이지 캡처] 경기 둔화 우려 속에 중국 중앙은행이 단기 정책금리를 전격 인하하며 유동성 공급에 나섰다. 중국 인민은행은 15일 단기 정책금리인 7일물 역레포(역환매조건부채권) 금리를 1.8%로, 1년 만기 중기 유동성지원창구(MLF) 금리를 2.5%로 각각 0.1%포인트와 0.15%포인트 인하한다고 발표했다. 이로써 시장에 유입되는 유동성 규모는 총 6천50억 위안(약 111조원)이라고 중국 매체들은 전했다. 이번 발표는 중국 국가통계국이 소매판매, 산업생산, 실업률 등 7월 경제지표를 발표하기 직전에 나왔다. 발표 결과 7월 소매판매는 지난해 동기 대비 2.5% 산업생산은 3.7% 증가하는 데 그친 데다 중국 경제의 4분의 1을 차지하는 부동산 경기의 침체는 계속되고 있다는 사실이 확인됐다. 인민은행이 단기 정책금리 등을 인하한 것은 지난 6월 이후 두달 만이다. 중국은 지난 6월 7일물 역레포2(역환매조건부채권) 금리를 2.0%에서 1.9%로 10개월 만에 인하했고, 1년 만기 중기유동성지원창구(MLF) 금리는 0.1%포인트 낮춘 2.65%로 바꾼 바 있다. 블룸버그 통신은 이번 인하 조치로 중국의 단기 정책금리와 MLF 금리가 2020년 이후 최저치로 떨어졌다고 보도했다. MLF 대출은 중앙은행이 시중 은행을 상대로 자금을 빌려주는 유동성 조절 도구로 MLF 금리는 기준금리의 가늠자로도 꼽힌다.금을 빌려주는 단기유동성 지원창구(SLF) 대출금리도 전격 인하했다. 이에 따라 SLF 1일물 금리는 2.65%로, 7일 물은 2.8%로, 1개월 물은 3.15%로 각각 0.1% 포인트씩 인하됐다. 중국 경제의 둔화가 예상보다 심각한 상황에서 유동성 확대를 통해 경제 회복의 불씨를 이어가겠다는 전략으로 풀이된다. 이에 따라 오는 20일 인민은행이 사실상의 기준금리인 대출우대금리(LPR)를 인하할 가능성도 커지고 있다. 인민은행은 지난해 8월 이후 줄곧 동결했던 LPR를 10개월 만인 지난 6월 1년 만기는 3.55%, 5년 만기는 4.20%로 각각 0.1% 포인트 인하한 바 있다. 이 금리는 7월에 동결돼 현재까지 유지되고 있다. ▶제보는 카톡 okjebo 저작권자(c). 무단전재-재배포금지 "
20230815,"길고 긴 고금리의 덫…채무조정 9만명 급증, 빚 갚는데 100개월","  지난달 17일 오후 서울 한 은행에서 시민이 대출창구 앞을 지나고 있다. 고금리 장기화에 빚 부담이 커지면서 생활고 등으로 채무조정(신용회복)을 신청하는 사람들이 급증한 것으로 나타났다. 빚을 다 갚기까지 걸리는 평균 기간은 처음으로 100개월을 돌파했다. 15일 국회 정무위원회 소속 양정숙 의원이 금융감독원에서 제출받은 자료에 따르면 지난 6월 말 기준 채무조정 신청 건수는 9만1981명으로, 반년 새 지난해 전체 신청자(13만8202명)의 70%에 달했다. 채무조정은 빚을 갚기 어려워진 대출자들에게 상환 기간 연장, 이자율 조정, 채무 감면 등을 해주는 제도다. 연체 기간에 따라 신속채무조정, 프리워크아웃, 개인워크아웃 등으로 구분된다.  김영희 디자이너 이 중에서도 특히 신속채무조정이 급증했다. 현재 정상적으로 채무를 갚고 있지만 연체가 우려되거나 1개월 미만 단기 연체자에 대해 채무 상환을 유예하거나 상환 기간을 연장해주는 제도다. 상반기 기준 신속채무조정 신청자는 2만1348명으로 지난해 전체 신청자 수(2만1930명)와 거의 비슷한 수치다. 채무 변제까지 걸리는 평균 기간도 크게 늘었다. 변제 기간은 2018년 84.6개월, 2019년 86.6개월, 2020년 89.2개월 수준이었으나 2021년 91.0개월, 지난해 94.1개월로 길어지더니 올해 6월 말 기준으론 100.5개월이 됐다. 100개월을 돌파한 건 이번이 처음이다.  김영희 디자이너 양정숙 의원은 “신용회복 신청자 수가 올해 또 급격히 증가할 것으로 보인다”며 “변제기간이 100개월을 넘어선 것은 금융 취약계층의 실질소득 감소와 체감경기 실태가 심각한 상황임을 보여주는 것”이라고 말했다. 채무조정 기간 중 꾸준히 빚을 갚아온 성실 상환자들도 자금난에 내몰린 것으로 파악됐다. 성실 상환자들을 대상으로 한 소액대출(대출 한 건 당 금액이 200만원~300만원 수준) 신청자가 크게 늘었다. 2018년 2만1690명에서 2022년 4만4671명으로 4년 만에 2배 이상 증가했다. 올해 6월 말 기준 2만3264명으로 연말이면 지난해 수치를 넘어설 거란 전망이 나온다. 소액대출 연체율도 덩달아 증가했다. 2018년 연체자는 2202명, 연체율 6.7%에서 작년에는 6998명으로 3배 이상 늘었고, 연체율도 10.5%까지 증가했다. 올해 6월 말 기준 연체율은 10.9%로 집계됐다. 양 의원은 “신용회복 성실상환자를 대상으로 한 소액대출이 크게 늘어나고 있고, 연체율이 3배 이상 치솟은 것은 우리 경제가 그만큼 어렵다는 사실을 단적으로 보여주는 것”이라며 “신용회복을 위해 고군분투하고 있는 서민, 자영업자들을 위한 대책이 필요하다”고 짚었다. Copyrightⓒ All Rights Reserved. "
