,아파트명,면적,법정동주소,b_code,지번주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,최소_매매호가,최대_매매호가,최소_전세호가,최대_전세호가,최소_월세호가,최대_월세호가,최소_실거래가,최대_실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수,학교명,학교코드,학교주소,학교유형,설립유형,설립일자,교육청,홈페이지,학생_통계_기준일,교사당_학생_수,교실당_학생_수,남학생_수,여학생_수,교직원_통계_기준일,남교사_수,여교사_수,1학년_교실_수,2학년_교실_수,3학년_교실_수,4학년_교실_수,5학년_교실_수,6학년_교실_수,1학년_학생_수,2학년_학생_수,3학년_학생_수,4학년_학생_수,5학년_학생_수,6학년 학생 수,특수_교실_수,특수_교실_학생_수,총_교실_수,총_학생_수,남성_교직원_수,여성_교직원_수,내담자_상담사_수,외부_상담사_수,방과후_교실_통계_기준일,방과후 프로그램 수,방과후_학생 _수,도서관_도서_수,학생_당_도서_수,급식_서비스_통계_기준일,급식_서비스_운영_방식,급식_서비스_학생당_가격,급식_서비스_지원_학생_수,급식_서비스_연간_지원_금액,학교_위도,학교_경도,행정동_코드,시도명,평균_교실_당_학생_수(시도),평균_교사_당_학생_수(시도),구군명,평균_교실_당_학생_수(구군),평균_교사_당_학생_수(구군),도보_이동_시간(분),남교사 수,방과후_학생_수
10,대영테크빌,95C,서울시 동작구 상도1동,1159010300,328-18,서울시 동작구 상도로47길 60,37.501904,126.952238,19,0,5,4,256,59,20,,HT001,95.91,84.64,88,3,1,3,계단식,135000,382500,27000,220500,0,0,0,,,,,"5억 5,000",,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,7.0,,
0,두이노블레스,41㎡,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,41.12,35.83,87,2,1,1,계단식,51000,174600,10200,113400,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
1,두이노블레스,56㎡,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,56.76,48.7,86,3,1,1,계단식,80700,251820,16140,154980,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
2,두이노블레스,67㎡,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,67.15,58.51,87,3,2,1,계단식,102750,309150,20550,185850,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
3,두이노블레스,72㎡,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,72.95,62.85,86,3,2,1,계단식,107250,320850,21450,192150,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
4,두이노블레스,76㎡,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,76.5,65.83,86,3,2,1,계단식,115800,343080,23160,204120,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
5,두이노블레스,83㎡,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,83.92,71.09,85,3,2,1,계단식,136800,385920,27360,221760,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
6,두이노블레스,90㎡,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,90.52,78.53,87,3,2,1,계단식,138600,389340,27720,223020,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
7,두이노블레스,93㎡,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,93.08,79.05,85,3,2,4,계단식,153900,418410,30780,233730,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
8,두이노블레스,94B㎡,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,94.78,81.31,86,3,2,2,계단식,156600,423540,31320,235620,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
9,두이노블레스,95A,서울시 동작구 상도1동,1159010300,441-2,서울시 동작구 상도로41길 49,37.502779,126.951633,14,0,7,7,294,53,13,(주)성산건설,HT001,95.43,83.07,87,3,2,1,계단식,140400,392760,28080,224280,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,6.0,,
0,방주샤인,66㎡,서울시 동작구 상도1동,1159010300,428-7,서울시 동작구 상도로47가길 44,37.501776,126.950586,10,0,6,6,214,42,10,이앤시종합건설(주),HT001,66.16,56.72,86,3,1,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,11.0,,
1,방주샤인,73㎡,서울시 동작구 상도1동,1159010300,428-7,서울시 동작구 상도로47가길 44,37.501776,126.950586,10,0,6,6,214,42,10,이앤시종합건설(주),HT001,73.27,62.82,86,3,1,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,11.0,,
2,방주샤인,88A㎡,서울시 동작구 상도1동,1159010300,428-7,서울시 동작구 상도로47가길 44,37.501776,126.950586,10,0,6,6,214,42,10,이앤시종합건설(주),HT001,88.01,75.45,86,3,2,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,11.0,,
3,방주샤인,88B㎡,서울시 동작구 상도1동,1159010300,428-7,서울시 동작구 상도로47가길 44,37.501776,126.950586,10,0,6,6,214,42,10,이앤시종합건설(주),HT001,88.96,76.27,86,3,2,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,11.0,,
4,방주샤인,95㎡,서울시 동작구 상도1동,1159010300,428-7,서울시 동작구 상도로47가길 44,37.501776,126.950586,10,0,6,6,214,42,10,이앤시종합건설(주),HT001,95.7,82.05,86,3,2,3,계단식,,,,,,,,,,,,"5억 3,000",,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,11.0,,
5,방주샤인,96A㎡,서울시 동작구 상도1동,1159010300,428-7,서울시 동작구 상도로47가길 44,37.501776,126.950586,10,0,6,6,214,42,10,이앤시종합건설(주),HT001,96.44,82.68,86,3,2,2,계단식,,,,,,,,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,11.0,,
6,방주샤인,96B,서울시 동작구 상도1동,1159010300,428-7,서울시 동작구 상도로47가길 44,37.501776,126.950586,10,0,6,6,214,42,10,이앤시종합건설(주),HT001,96.51,82.74,86,3,2,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,11.0,,
0,백경,52㎡,서울시 동작구 상도1동,1159010300,328-11,서울시 동작구 상도로47길 56-5,37.502157,126.952603,19,0,6,6,251,56,17,천광산업개밸(주),HT001,52.78,45.56,86,2,1,1,계단식,67650,217890,13530,136710,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,8.0,,
1,백경,56㎡,서울시 동작구 상도1동,1159010300,328-11,서울시 동작구 상도로47길 56-5,37.502157,126.952603,19,0,6,6,251,56,17,천광산업개밸(주),HT001,56.69,48.94,86,2,1,1,계단식,70350,224910,14070,140490,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,8.0,,
2,백경,66㎡,서울시 동작구 상도1동,1159010300,328-11,서울시 동작구 상도로47길 56-5,37.502157,126.952603,19,0,6,6,251,56,17,천광산업개밸(주),HT001,66.39,57.31,86,3,1,1,계단식,89700,275220,17940,167580,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,8.0,,
3,백경,69A㎡,서울시 동작구 상도1동,1159010300,328-11,서울시 동작구 상도로47길 56-5,37.502157,126.952603,19,0,6,6,251,56,17,천광산업개밸(주),HT001,69.2,59.74,86,3,1,1,계단식,96000,291600,19200,176400,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,8.0,,
4,백경,70B㎡,서울시 동작구 상도1동,1159010300,328-11,서울시 동작구 상도로47길 56-5,37.502157,126.952603,19,0,6,6,251,56,17,천광산업개밸(주),HT001,70.15,60.56,86,3,1,1,계단식,94200,286920,18840,173880,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,8.0,,
5,백경,75㎡,서울시 동작구 상도1동,1159010300,328-11,서울시 동작구 상도로47길 56-5,37.502157,126.952603,19,0,6,6,251,56,17,천광산업개밸(주),HT001,75.82,65.45,86,3,1,1,계단식,108600,324360,21720,194040,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,8.0,,
6,백경,78A㎡,서울시 동작구 상도1동,1159010300,328-11,서울시 동작구 상도로47길 56-5,37.502157,126.952603,19,0,6,6,251,56,17,천광산업개밸(주),HT001,78.57,67.83,86,3,2,6,계단식,115350,341910,23070,203490,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,8.0,,
7,백경,78B㎡,서울시 동작구 상도1동,1159010300,328-11,서울시 동작구 상도로47길 56-5,37.502157,126.952603,19,0,6,6,251,56,17,천광산업개밸(주),HT001,78.94,68.15,86,3,2,6,계단식,115350,341910,23070,203490,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,8.0,,
8,백경,125,서울시 동작구 상도1동,1159010300,328-11,서울시 동작구 상도로47길 56-5,37.502157,126.952603,19,0,6,6,251,56,17,천광산업개밸(주),HT001,125.73,108.54,86,3,2,1,계단식,206100,517590,41220,270270,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,8.0,,
0,상도현진에버빌(도시형),22㎡,서울시 동작구 상도1동,1159010300,475,서울시 동작구 상도로41다길 23,37.503057,126.951235,76,0,7,4,200,40,22,(주)현진,HT001,22.93,12.1,53,1,1,7,복도식,25425,101700,5085,71190,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,5.0,,
1,상도현진에버빌(도시형),24A㎡,서울시 동작구 상도1동,1159010300,475,서울시 동작구 상도로41다길 23,37.503057,126.951235,76,0,7,4,200,40,22,(주)현진,HT001,24.98,13.18,53,1,1,24,복도식,30300,120780,6060,84420,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,5.0,,
2,상도현진에버빌(도시형),26B㎡,서울시 동작구 상도1동,1159010300,475,서울시 동작구 상도로41다길 23,37.503057,126.951235,76,0,7,4,200,40,22,(주)현진,HT001,26.29,13.87,53,1,1,7,복도식,33000,127800,6600,88200,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,5.0,,
3,상도현진에버빌(도시형),26C㎡,서울시 동작구 상도1동,1159010300,475,서울시 동작구 상도로41다길 23,37.503057,126.951235,76,0,7,4,200,40,22,(주)현진,HT001,26.49,13.98,53,1,1,5,복도식,33000,127800,6600,88200,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,5.0,,
4,상도현진에버빌(도시형),27D㎡,서울시 동작구 상도1동,1159010300,475,서울시 동작구 상도로41다길 23,37.503057,126.951235,76,0,7,4,200,40,22,(주)현진,HT001,27.41,14.48,53,1,1,1,복도식,36150,135990,7230,92610,0,0,0,,,,,,,,,,,,,,,,서울강남초등학교,B100001576,서울특별시 동작구 상도1동 501번지,공립,병설,19451102,서울특별시교육청,http://gangnam.sen.es.kr,20230531,18.5,21.0,391.0,387.0,20230531,3.0,49.0,6.0,6.0,5.0,6.0,6.0,6.0,128.0,140.0,100.0,127.0,133.0,139.0,2.0,11.0,35.0,778.0,0.0,6.0,0.0,0.0,20230531,14.0,212.0,0.0,0.0,20230531,직영,3385.0,887.0,827046000.0,37.50609827,126.95278351,1159010300,서울시,19.8,17.4,동작구,20.0,18.3,5.0,,
